Id,AvgDailySteps,AvgDailyCalories,AvgSedentaryMinutes,AvgLightlyActiveMinutes,AvgFairlyActiveMinutes,AvgVeryActiveMinutes,AvgDailyMETs
1503960366,12519.589958158997,1877.3598326359834,829.1004184100418,227.1673640167364,19.786610878661087,40.01673640167364,2391.043933054393
1624580081,5774.04347826087,1488.5869565217392,1261.7391304347825,153.9891304347826,5.869565217391305,8.771739130434783,1790.6391304347826
1644430081,7383.881355932203,2837.322033898305,1169.4745762711864,180.66101694915255,21.728813559322035,9.728813559322035,2017.284745762712
1844505072,2625.9480164158686,1589.640218878249,1215.4268125854994,117.50478796169631,1.3132694938440492,0.13132694938440492,1698.6911080711354
1927972279,926.0869565217391,2181.391304347826,1321.2391304347825,39,0.782608695652174,1.3369565217391304,1522.9173913043478
2022484408,11395.141304347826,2517.108695652174,1116.7608695652175,257.6847826086956,19.391304347826086,36.51086956521739,2421.25652173913
2026352035,5530.739130434783,1542.5652173913043,693.3260869565217,255.70652173913044,0.2608695652173913,0.09782608695652174,1988.7282608695652
2320127002,4742.044897959184,1731.4979591836734,1224.873469387755,199.0530612244898,2.6122448979591835,1.3714285714285714,1881.3061224489795
2347167796,9931.739130434782,2114.768115942029,716.9565217391304,263.30434782608694,21.44927536231884,14.08695652173913,2247.8159420289853
2873212765,7555.663043478261,1922.25,1101.2934782608695,308.4347826086956,6.195652173913044,14.25,2183.8152173913045
3372868164,6925.796610169492,1944.8983050847457,1081.542372881356,330.54237288135596,4.169491525423729,9.305084745762711,2077.3762711864406
3977333714,11337.620689655172,1564.0689655172414,731.4827586206897,180.48275862068965,63.37931034482759,19.413793103448278,2225.0103448275863
4020332650,2294.72131147541,2406.55737704918,1245.72131147541,77.85245901639344,5.442622950819672,5.278688524590164,1744.2639344262295
4057192912,3824.7272727272725,2014.3636363636363,1248.5454545454545,104.36363636363636,1.0909090909090908,0.5454545454545454,1624.3636363636363
4319703577,7469.165745856353,2086.8674033149173,756.1325966850828,235.03867403314916,12.662983425414364,3.679558011049724,2021.1828729281767
4388161847,10905.097959183673,3111.8816326530614,836.8204081632653,230.84081632653061,20.60408163265306,23.444897959183674,2343.5089795918366
4445114986,4845.877551020408,2198.122448979592,835.4122448979592,210.9469387755102,1.763265306122449,6.6938775510204085,1912.1
4558609924,7700.108695652174,2039.5760869565217,1097.5,285.3804347826087,13.858695652173912,10.5,2193.958695652174
4702921684,8675.567715458277,2996.235294117647,775.7633378932968,240.49794801641588,26.495212038303695,5.220246238030096,2138.566073871409
5553957443,8717.898630136986,1897.4383561643835,676.9150684931507,209.22739726027396,13.134246575342466,23.715068493150685,2074.0419178082193
5577150313,8376.745762711864,3388.35593220339,762.8644067796611,149.3728813559322,30.084745762711865,88.05084745762711,2676.759322033898
6117666160,7093.436363636363,2279.5636363636363,808.4909090909091,290.0181818181818,2.0727272727272728,1.6,2102.1345454545453
6290855005,5846.840601503759,2697.9112781954886,1188.2586466165415,235.2721804511278,3.969924812030075,2.887218045112782,1884.3326315789475
6775888955,2532.377049180328,2157.009836065574,1316.6,39.950819672131146,15.032786885245901,11.20655737704918,1687.0672131147542
6962181067,9896.573770491803,1999.311475409836,671.0983606557377,248.11475409836066,18.688524590163933,23.18032786885246,2228.1147540983607
7007744171,11756.765391014975,2636.765391014975,1091.485856905158,291.47420965058234,16.891846921797004,32.22628951747088,2439.066888519135
7086361926,9455.55388813097,2586.87448840382,858.0668485675307,145.1268758526603,25.67530695770805,43.14461118690314,2282.008185538881
8053475328,14882.865306122449,2963.4489795918366,1151.7836734693878,152.33877551020407,9.648979591836735,85.86122448979592,2435.9465306122447
8253242879,6843.628770301624,1887.4106728538284,1278.939675174014,123.35962877030163,15.11368909512761,21.679814385150813,1900.4656612529002
8378563200,8768.608163265306,3454.465306122449,719.5959183673469,156.75918367346938,10.310204081632653,59.29795918367347,2295.6473469387756
8583815059,7434.949860724234,2823.1532033426183,1261.899721448468,142.8050139275766,22.799442896935933,10.013927576601672,1888.2537604456825
8792009665,1919.9285714285713,2030.357142857143,1096.642857142857,95.07142857142857,4.178571428571429,1,1731.7821428571428
8877689391,16137.697959183673,3439.4979591836736,1117.069387755102,235.9061224489796,10.044897959183674,66.59183673469387,2811.5938775510203
